Country Name,Country Code,Indicator Name,2015,2016,2017,2018,2019,2020,Currency Unit
Finland,FIN,Protecting minority investors (DB15-20 methodology) - Score,62.0,62.0,62.0,62.0,62.0,62.0,Euro
Finland,FIN,Protecting minority investors: Ease of shareholder suits index (0-10) (DB15-20 methodology),8.0,8.0,8.0,8.0,8.0,8.0,Euro
Finland,FIN,Protecting minority investors: Ease of shareholder suits index (0-10) (DB15-20 methodology) - Score,80.0,80.0,80.0,80.0,80.0,80.0,Euro
Finland,FIN,Protecting minority investors: Extent of corporate transparency index (0-7) (DB15-20 methodology),6.0,6.0,6.0,6.0,6.0,6.0,Euro
Finland,FIN,Protecting minority investors: Extent of corporate transparency index (0-7) (DB15-20 methodology) - Score,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,Euro
Finland,FIN,Protecting minority investors: Extent of director liability index (0-10),4.0,4.0,4.0,4.0,4.0,4.0,Euro
Finland,FIN,Protecting minority investors: Extent of director liability index (0-10) - Score,40.0,40.0,40.0,40.0,40.0,40.0,Euro
Finland,FIN,Protecting minority investors: Extent of disclosure index (0-10),6.0,6.0,6.0,6.0,6.0,6.0,Euro
Finland,FIN,Protecting minority investors: Extent of disclosure index (0-10) - Score,60.0,60.0,60.0,60.0,60.0,60.0,Euro
Finland,FIN,Protecting minority investors: Extent of ownership and control index (0-7) (DB15-20 methodology),2.0,2.0,2.0,2.0,2.0,2.0,Euro
Finland,FIN,Protecting minority investors: Extent of ownership and control index (0-7) (DB15-20 methodology) - Score,28.57143,28.57143,28.57143,28.57143,28.57143,28.57143,Euro
Finland,FIN,Protecting minority investors: Extent of shareholder rights index (0-6) (DB15-20 methodology),5.0,5.0,5.0,5.0,5.0,5.0,Euro
Finland,FIN,Protecting minority investors: Extent of shareholder rights index (0-6) (DB15-20 methodology) - Score,83.33333,83.33333,83.33333,83.33333,83.33333,83.33333,Euro
Finland,FIN,Protecting minority investors: Strength of minority investor protection index (0-50) (DB15-20 methodology),31.0,31.0,31.0,31.0,31.0,31.0,Euro
Finland,FIN,Registering property: Cost (% of property value),4.0,4.0,4.0,4.0,4.0,4.0,Euro
Finland,FIN,Registering property: Cost (% of property value) - Score,73.25171,73.2491,73.25232,73.2522,73.25569,73.25782,Euro
Finland,FIN,Registering property: Procedures (number),3.0,3.0,3.0,3.0,3.0,3.0,Euro
Finland,FIN,Registering property: Procedures (number) - Score,83.33333,83.33333,83.33333,83.33333,83.33333,83.33333,Euro
Finland,FIN,Registering property: Time (days),62.0,62.0,62.0,62.0,62.0,61.5,Euro
Finland,FIN,Registering property: Time (days) - Score,70.8134,70.8134,70.8134,70.8134,70.8134,71.05263,Euro
Finland,FIN,Reorganization proceedings index (0-3) (DB15-20 methodology),2.5,2.5,2.5,2.5,2.5,2.5,Euro
Finland,FIN,Resolving insolvency - Score,93.8,93.8,93.9,92.8,92.8,92.7,Euro
Finland,FIN,Resolving insolvency: Commencement of proceedings index (0-3) (DB15-20 methodology),3.0,3.0,3.0,3.0,3.0,3.0,Euro
Finland,FIN,Resolving insolvency: Cost (% of estate),3.5,3.5,3.5,3.5,3.5,3.5,Euro
Finland,FIN,Resolving insolvency: Creditor participation index (0-4) (DB15-20 methodology),3.0,3.0,3.0,3.0,3.0,3.0,Euro
Finland,FIN,Resolving insolvency: Management of debtor's assets index (0-6) (DB15-20 methodology),6.0,6.0,6.0,6.0,6.0,6.0,Euro
Finland,FIN,Resolving insolvency: Outcome (0 as piecemeal sale and 1 as going concern),1.0,1.0,1.0,1.0,1.0,1.0,Euro
Finland,FIN,Resolving insolvency: Recovery rate (cents on the dollar),90.2,90.1,90.3,88.3,88.3,88.0,Euro
Finland,FIN,Resolving insolvency: Recovery rate (cents on the dollar) - Score,97.07445,96.98738,97.16344,95.01631,95.00173,94.76353,Euro
Finland,FIN,Resolving insolvency: Strength of insolvency framework index (0-16),14.5,14.5,14.5,14.5,14.5,14.5,Euro
Finland,FIN,Resolving insolvency: Strength of insolvency framework index (0-16) - Score,90.625,90.625,90.625,90.625,90.625,90.625,Euro
Finland,FIN,Resolving insolvency: Time (years),0.9,0.9,0.9,0.9,0.9,0.9,Euro
Finland,FIN,Starting a business - Score,92.4,92.4,92.4,92.4,92.4,93.5,Euro
Finland,FIN,Starting a business: Cost - Men (% of income per capita),0.9,0.9,0.9,0.8,0.8,0.7,Euro
Finland,FIN,Starting a business: Cost - Men (% of income per capita) - Score,99.53874,99.54873,99.56599,99.57988,99.59797,99.67419,Euro
Finland,FIN,Starting a business: Cost - Women (% of income per capita),0.9,0.9,0.9,0.8,0.8,0.7,Euro
Finland,FIN,Starting a business: Cost - Women (% of income per capita) - Score,99.53874,99.54873,99.56599,99.57988,99.59797,99.67419,Euro
Finland,FIN,Starting a business: Minimum capital (% of income per capita),7.0,6.8,6.6,6.4,6.1,5.9,Euro
Finland,FIN,Starting a business: Paid-in Minimum capital (% of income per capita) - Score,98.25282,98.29065,98.35603,98.40865,98.47715,98.51903,Euro
Finland,FIN,Starting a business: Procedures required - Men (number),3.0,3.0,3.0,3.0,3.0,3.0,Euro
Finland,FIN,Starting a business: Procedures required - Men (number) - Score,88.23529,88.23529,88.23529,88.23529,88.23529,88.23529,Euro
Finland,FIN,Starting a business: Procedures required - Women (number),3.0,3.0,3.0,3.0,3.0,3.0,Euro
Finland,FIN,Starting a business: Procedures required - Women (number) - Score,88.23529,88.23529,88.23529,88.23529,88.23529,88.23529,Euro
Finland,FIN,Starting a business: Time - Men (days),17.0,17.0,17.0,17.0,17.0,13.0,Euro
Finland,FIN,Starting a business: Time - Men (days) - Score,83.41709,83.41709,83.41709,83.41709,83.41709,87.43719,Euro
Finland,FIN,Starting a business: Time - Women (days),17.0,17.0,17.0,17.0,17.0,13.0,Euro
Finland,FIN,Starting a business: Time - Women (days)- Score,83.41709,83.41709,83.41709,83.41709,83.41709,87.43719,Euro
Finland,FIN,Time to export: Border compliance (hours) (DB16-20 methodology),36.0,36.0,36.0,36.0,36.0,36.0,Euro
Finland,FIN,Time to export: Documentary compliance (hours) (DB16-20 methodology),2.0,2.0,2.0,2.0,2.0,2.0,Euro
Finland,FIN,Time to import: Border compliance (hours) (DB16-20 methodology),2.0,2.0,2.0,2.0,2.0,2.0,Euro
Finland,FIN,Time to import: Documentary compliance (hours) (DB16-20 methodology),0.5,0.5,0.5,0.5,0.5,0.5,Euro
Finland,FIN,Trading across borders (DB16-20 methodology) - Score,92.4,92.4,92.4,92.4,92.4,92.4,Euro
Finland,FIN,Trading across borders: Cost to export: Border compliance (USD) (DB16-20 methodology),212.5,212.5,212.5,212.5,212.5,212.5,Euro
Finland,FIN,Trading across borders: Cost to export: Border compliance (USD) (DB16-20 methodology) - Score,79.95283,79.95283,79.95283,79.95283,79.95283,79.95283,Euro
Finland,FIN,Trading across borders: Cost to export: Documentary compliance (USD) (DB16-20 methodology),70.0,70.0,70.0,70.0,70.0,70.0,Euro
Finland,FIN,Trading across borders: Cost to export: Documentary compliance (USD) (DB16-20 methodology) - Score,82.5,82.5,82.5,82.5,82.5,82.5,Euro
Finland,FIN,Trading across borders: Cost to import: Border compliance (USD) (DB16-20 methodology),0.0,0.0,0.0,0.0,0.0,0.0,Euro
Finland,FIN,Trading across borders: Cost to import: Border compliance (USD) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Finland,FIN,Trading across borders: Cost to import: Documentary compliance (USD) (DB16-20 methodology),0.0,0.0,0.0,0.0,0.0,0.0,Euro
Finland,FIN,Trading across borders: Cost to import: Documentary compliance (USD) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Finland,FIN,Trading across borders: Time to export: Border compliance (hours) (DB16-20 methodology) - Score,77.98742,77.98742,77.98742,77.98742,77.98742,77.98742,Euro
Finland,FIN,Trading across borders: Time to export: Documentary compliance (hours) (DB16-20 methodology) - Score,99.40828,99.40828,99.40828,99.40828,99.40828,99.40828,Euro
Finland,FIN,Trading across borders: Time to import: Border compliance (hours) (DB16-20 methodology) - Score,99.64158,99.64158,99.64158,99.64158,99.64158,99.64158,Euro
Finland,FIN,Trading across borders: Time to import: Documentary compliance (hours) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
France,FRA,Dealing with construction permits (DB16-20 methodology) - Score,74.0,74.3,76.4,76.5,74.3,74.3,Euro
France,FRA,Dealing with construction permits: Building quality control index (0-15) (DB16-20 methodology),13.0,13.0,13.0,13.0,13.0,13.0,Euro
France,FRA,Dealing with construction permits: Building quality control index (0-15) (DB16-20 methodology) - Score,86.66667,86.66667,86.66667,86.66667,86.66667,86.66667,Euro
France,FRA,Dealing with construction permits: Cost (% of Warehouse value),5.9,5.7,4.0,3.9,3.9,3.9,Euro
France,FRA,Dealing with construction permits: Cost (% of Warehouse value) - Score,70.46069,71.65267,80.17165,80.39487,80.52698,80.39239,Euro
France,FRA,Dealing with construction permits: Liability and insurance regimes index (0-2) (DB16-20 methodology),2.0,2.0,2.0,2.0,2.0,2.0,Euro
France,FRA,Dealing with construction permits: Procedures (number),9.0,9.0,9.0,9.0,9.0,9.0,Euro
France,FRA,Dealing with construction permits: Procedures (number) - Score,84.0,84.0,84.0,84.0,84.0,84.0,Euro
France,FRA,Dealing with construction permits: Professional certifications index (0-4) (DB16-20 methodology),3.0,3.0,3.0,3.0,3.0,3.0,Euro
France,FRA,Dealing with construction permits: Quality control after construction index (0-3) (DB16-20 methodology),2.0,2.0,2.0,2.0,2.0,2.0,Euro
France,FRA,Dealing with construction permits: Quality control before construction index (0-1) (DB16-20 methodology),1.0,1.0,1.0,1.0,1.0,1.0,Euro
France,FRA,Dealing with construction permits: Quality control during construction index (0-3) (DB16-20 methodology),3.0,3.0,3.0,3.0,3.0,3.0,Euro
France,FRA,Dealing with construction permits: Quality of building regulations index (0-2) (DB16-20 methodology),2.0,2.0,2.0,2.0,2.0,2.0,Euro
France,FRA,Dealing with construction permits: Time (days),183.0,183.0,183.0,183.0,213.0,213.0,Euro
France,FRA,Dealing with construction permits: Time (days)  - Score,54.75504,54.75504,54.75504,54.75504,46.10951,46.10951,Euro
France,FRA,Enforcing contracts: Attorney fees (% of claim),10.7,10.7,10.7,10.7,10.7,10.7,Euro
France,FRA,Enforcing contracts: Cost (% of claim),17.4,17.4,17.4,17.4,17.4,17.4,Euro
France,FRA,Enforcing contracts: Cost (% of claim) - Score,80.53993,80.53993,80.53993,80.53993,80.53993,80.53993,Euro
France,FRA,Enforcing contracts: Court fees (% of claim),2.7,2.7,2.7,2.7,2.7,2.7,Euro
France,FRA,Enforcing contracts: Enforcement fees (% of claim),4.0,4.0,4.0,4.0,4.0,4.0,Euro
France,FRA,Enforcing contracts: Enforcement of judgment (days),100.0,100.0,100.0,100.0,100.0,100.0,Euro
France,FRA,Enforcing contracts: Filing and service (days),22.0,22.0,22.0,22.0,22.0,22.0,Euro
France,FRA,Enforcing contracts: Time (days),447.0,447.0,447.0,447.0,447.0,447.0,Euro
France,FRA,Enforcing contracts: Time (days) - Score,73.19672,73.19672,73.19672,73.19672,73.19672,73.19672,Euro
France,FRA,Enforcing contracts: Trial and judgment (days),325.0,325.0,325.0,325.0,325.0,325.0,Euro
France,FRA,Getting credit (DB15-20 methodology) - Score,50.0,50.0,50.0,50.0,50.0,50.0,Euro
France,FRA,Getting Credit total score (DB15-20 methodology),10.0,10.0,10.0,10.0,10.0,10.0,Euro
France,FRA,Getting credit: Credit bureau coverage (% of adults),0.0,0.0,0.0,0.0,0.0,0.0,Euro
France,FRA,Getting credit: Credit registry coverage (% of adults),44.5,45.1,46.7,47.2,47.1,47.0,Euro
France,FRA,Getting credit: Depth of credit information index (0-8) (DB15-20 methodology),6.0,6.0,6.0,6.0,6.0,6.0,Euro
France,FRA,Getting credit: Depth of credit information index (0-8) (DB15-20 methodology) - Score,75.0,75.0,75.0,75.0,75.0,75.0,Euro
France,FRA,Getting credit: Strength of legal rights index (0-12) (DB15-20 methodology),4.0,4.0,4.0,4.0,4.0,4.0,Euro
France,FRA,Getting credit: Strength of legal rights index (0-12) (DB15-20 methodology) - Score,33.33333,33.33333,33.33333,33.33333,33.33333,33.33333,Euro
France,FRA,Getting electricity (DB16-20 methodology) - Score,85.9,85.9,85.9,85.9,92.0,92.0,Euro
France,FRA,Getting electricity: Communication of tariffs and tariff changes (0-1) (DB16-20 methodology),1.0,1.0,1.0,1.0,1.0,1.0,Euro
France,FRA,Getting electricity: Cost to get electricity (% of income per capita),6.5,6.3,6.1,6.0,5.8,5.0,Euro
France,FRA,Getting electricity: Cost to get electricity (% of income per capita) - Score,99.91939,99.92226,99.92447,99.92606,99.92786,99.93828,Euro
France,FRA,Getting electricity: Financial deterrents aimed at limiting outages (0-1) (DB16-20 methodology),1.0,1.0,1.0,1.0,1.0,1.0,Euro
France,FRA,Getting electricity: Mechanisms for monitoring outages (0-1) (DB16-20 methodology),1.0,1.0,1.0,1.0,1.0,1.0,Euro
France,FRA,Getting electricity: Mechanisms for restoring service (0-1) (DB16-20 methodology),1.0,1.0,1.0,1.0,1.0,1.0,Euro
France,FRA,Getting electricity: Minimum outage time (in minutes)  (DB16-20 methodology),3.0,3.0,3.0,3.0,3.0,3.0,Euro
France,FRA,Getting electricity: Price of electricity (US cents per kWh) (DB16-20 methodology),14.2,14.3,14.5,13.6,13.0,13.6,Euro
France,FRA,Getting electricity: Procedures (number),5.0,5.0,5.0,5.0,4.0,4.0,Euro
France,FRA,Getting electricity: Procedures (number) - Score,66.66667,66.66667,66.66667,66.66667,83.33333,83.33333,Euro
France,FRA,Getting electricity: Regulatory monitoring (0-1) (DB16-20 methodology),1.0,1.0,1.0,1.0,1.0,1.0,Euro
France,FRA,Getting electricity: Reliability of supply and transparency of tariff index (0-8) (DB16-20 methodology),8.0,8.0,8.0,8.0,8.0,8.0,Euro
France,FRA,Getting electricity: Reliability of supply and transparency of tariff index (0-8) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
France,FRA,Getting electricity: System average interruption duration index (SAIDI) (DB16-20 methodology),0.46,0.14,0.19,0.19,0.22,0.35,Euro
France,FRA,Getting electricity: System average interruption frequency index (SAIFI) (DB16-20 methodology),0.41,0.15,0.2,0.2,0.14,0.29,Euro
France,FRA,Getting electricity: Time (days),71.0,71.0,71.0,71.0,53.0,53.0,Euro
France,FRA,Getting electricity: Time (days) - Score,76.95652,76.95652,76.95652,76.95652,84.78261,84.78261,Euro
France,FRA,Getting electricity: Total duration and frequency of outages per customer a year (0-3) (DB16-20 methodology),3.0,3.0,3.0,3.0,3.0,3.0,Euro
France,FRA,Other taxes (% of profits),11.9,11.7,10.4,10.5,10.5,10.5,Euro
France,FRA,Paying taxes: Labor tax and contributions (% of profits),54.0,53.5,53.5,51.1,49.7,50.0,Euro
France,FRA,Paying taxes: Payments (number per year),9.0,9.0,9.0,9.0,9.0,9.0,Euro
France,FRA,Paying taxes: Payments per year (number per year) - Score,90.0,90.0,90.0,90.0,90.0,90.0,Euro
France,FRA,Paying taxes: Profit tax (% of profits),5.4,-0.2,0.2,1.0,0.3,0.2,Euro
France,FRA,Paying taxes: Time (hours per year),137.0,137.0,139.0,139.0,139.0,139.0,Euro
France,FRA,Paying taxes: Time (hours per year) - Score,86.39876,86.39876,86.08964,86.08964,86.08964,86.08964,Euro
France,FRA,Paying taxes: Total tax and contribution rate (% of profit),71.3,64.9,64.1,62.6,60.4,60.7,Euro
France,FRA,Paying taxes: Total tax and contribution rate (% of profit) - Score,29.73339,41.1088,42.52662,45.15162,48.75069,48.21336,Euro
France,FRA,Protecting minority investors (DB15-20 methodology) - Score,68.0,68.0,68.0,68.0,68.0,68.0,Euro
France,FRA,Protecting minority investors: Ease of shareholder suits index (0-10) (DB15-20 methodology),6.0,6.0,6.0,6.0,6.0,6.0,Euro
France,FRA,Protecting minority investors: Ease of shareholder suits index (0-10) (DB15-20 methodology) - Score,60.0,60.0,60.0,60.0,60.0,60.0,Euro
France,FRA,Protecting minority investors: Extent of corporate transparency index (0-7) (DB15-20 methodology),7.0,7.0,7.0,7.0,7.0,7.0,Euro
France,FRA,Protecting minority investors: Extent of corporate transparency index (0-7) (DB15-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
France,FRA,Protecting minority investors: Extent of director liability index (0-10),3.0,3.0,3.0,3.0,3.0,3.0,Euro
France,FRA,Protecting minority investors: Extent of director liability index (0-10) - Score,30.0,30.0,30.0,30.0,30.0,30.0,Euro
France,FRA,Protecting minority investors: Extent of disclosure index (0-10),8.0,8.0,8.0,8.0,8.0,8.0,Euro
France,FRA,Protecting minority investors: Extent of disclosure index (0-10) - Score,80.0,80.0,80.0,80.0,80.0,80.0,Euro
France,FRA,Protecting minority investors: Extent of ownership and control index (0-7) (DB15-20 methodology),6.0,6.0,6.0,6.0,6.0,6.0,Euro
France,FRA,Protecting minority investors: Extent of ownership and control index (0-7) (DB15-20 methodology) - Score,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,Euro
France,FRA,Protecting minority investors: Extent of shareholder rights index (0-6) (DB15-20 methodology),4.0,4.0,4.0,4.0,4.0,4.0,Euro
France,FRA,Protecting minority investors: Extent of shareholder rights index (0-6) (DB15-20 methodology) - Score,66.66667,66.66667,66.66667,66.66667,66.66667,66.66667,Euro
France,FRA,Protecting minority investors: Strength of minority investor protection index (0-50) (DB15-20 methodology),34.0,34.0,34.0,34.0,34.0,34.0,Euro
France,FRA,Registering property: Cost (% of property value),6.1,6.1,7.3,7.3,7.3,7.3,Euro
France,FRA,Registering property: Cost (% of property value) - Score,59.37731,59.39591,51.23811,51.24958,51.26404,51.27861,Euro
France,FRA,Registering property: Procedures (number),8.0,8.0,8.0,8.0,8.0,8.0,Euro
France,FRA,Registering property: Procedures (number) - Score,41.66667,41.66667,41.66667,41.66667,41.66667,41.66667,Euro
France,FRA,Registering property: Time (days),64.0,64.0,64.0,64.0,42.0,42.0,Euro
France,FRA,Registering property: Time (days) - Score,69.85646,69.85646,69.85646,69.85646,80.38278,80.38278,Euro
France,FRA,Reorganization proceedings index (0-3) (DB15-20 methodology),1.0,1.0,1.0,1.0,1.0,1.0,Euro
France,FRA,Resolving insolvency - Score,75.9,76.1,76.6,73.9,74.1,74.6,Euro
France,FRA,Resolving insolvency: Commencement of proceedings index (0-3) (DB15-20 methodology),3.0,3.0,3.0,3.0,3.0,3.0,Euro
France,FRA,Resolving insolvency: Cost (% of estate),9.0,9.0,9.0,9.0,9.0,9.0,Euro
France,FRA,Resolving insolvency: Creditor participation index (0-4) (DB15-20 methodology),1.0,1.0,1.0,1.0,1.0,1.0,Euro
France,FRA,Resolving insolvency: Management of debtor's assets index (0-6) (DB15-20 methodology),6.0,6.0,6.0,6.0,6.0,6.0,Euro
France,FRA,Resolving insolvency: Outcome (0 as piecemeal sale and 1 as going concern),1.0,1.0,1.0,1.0,1.0,1.0,Euro
France,FRA,Resolving insolvency: Recovery rate (cents on the dollar),77.2,77.5,78.5,73.5,73.8,74.8,Euro
France,FRA,Resolving insolvency: Recovery rate (cents on the dollar) - Score,83.12101,83.43184,84.48771,79.07484,79.41471,80.48586,Euro
France,FRA,Resolving insolvency: Strength of insolvency framework index (0-16),11.0,11.0,11.0,11.0,11.0,11.0,Euro
France,FRA,Resolving insolvency: Strength of insolvency framework index (0-16) - Score,68.75,68.75,68.75,68.75,68.75,68.75,Euro
France,FRA,Resolving insolvency: Time (years),1.9,1.9,1.9,1.9,1.9,1.9,Euro
France,FRA,Starting a business - Score,93.0,93.1,93.3,93.3,93.3,93.1,Euro
France,FRA,Starting a business: Cost - Men (% of income per capita),0.9,0.8,0.7,0.7,0.7,0.7,Euro
France,FRA,Starting a business: Cost - Men (% of income per capita) - Score,99.53239,99.60112,99.62796,99.64815,99.62583,99.63621,Euro
France,FRA,Starting a business: Cost - Women (% of income per capita),0.9,0.8,0.7,0.7,0.7,0.7,Euro
France,FRA,Starting a business: Cost - Women (% of income per capita) - Score,99.53239,99.60112,99.62796,99.64815,99.62583,99.63621,Euro
France,FRA,Starting a business: Minimum capital (% of income per capita),0.0,0.0,0.0,0.0,0.0,0.0,Euro
France,FRA,Starting a business: Paid-in Minimum capital (% of income per capita) - Score,99.99921,99.99924,99.99925,99.99927,99.99928,99.9993,Euro
France,FRA,Starting a business: Procedures required - Men (number),5.0,5.0,5.0,5.0,5.0,5.0,Euro
France,FRA,Starting a business: Procedures required - Men (number) - Score,76.47059,76.47059,76.47059,76.47059,76.47059,76.47059,Euro
France,FRA,Starting a business: Procedures required - Women (number),5.0,5.0,5.0,5.0,5.0,5.0,Euro
France,FRA,Starting a business: Procedures required - Women (number) - Score,76.47059,76.47059,76.47059,76.47059,76.47059,76.47059,Euro
France,FRA,Starting a business: Time - Men (days),4.5,4.0,3.5,3.5,3.5,4.0,Euro
France,FRA,Starting a business: Time - Men (days) - Score,95.9799,96.48241,96.98492,96.98492,96.98492,96.48241,Euro
France,FRA,Starting a business: Time - Women (days),4.5,4.0,3.5,3.5,3.5,4.0,Euro
France,FRA,Starting a business: Time - Women (days)- Score,95.9799,96.48241,96.98492,96.98492,96.98492,96.48241,Euro
France,FRA,Time to export: Border compliance (hours) (DB16-20 methodology),0.0,0.0,0.0,0.0,0.0,0.0,Euro
France,FRA,Time to export: Documentary compliance (hours) (DB16-20 methodology),0.5,0.5,0.5,0.5,0.5,0.5,Euro
France,FRA,Time to import: Border compliance (hours) (DB16-20 methodology),0.0,0.0,0.0,0.0,0.0,0.0,Euro
France,FRA,Time to import: Documentary compliance (hours) (DB16-20 methodology),0.5,0.5,0.5,0.5,0.5,0.5,Euro
France,FRA,Trading across borders (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
France,FRA,Trading across borders: Cost to export: Border compliance (USD) (DB16-20 methodology),0.0,0.0,0.0,0.0,0.0,0.0,Euro
France,FRA,Trading across borders: Cost to export: Border compliance (USD) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
France,FRA,Trading across borders: Cost to export: Documentary compliance (USD) (DB16-20 methodology),0.0,0.0,0.0,0.0,0.0,0.0,Euro
France,FRA,Trading across borders: Cost to export: Documentary compliance (USD) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
France,FRA,Trading across borders: Cost to import: Border compliance (USD) (DB16-20 methodology),0.0,0.0,0.0,0.0,0.0,0.0,Euro
France,FRA,Trading across borders: Cost to import: Border compliance (USD) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
France,FRA,Trading across borders: Cost to import: Documentary compliance (USD) (DB16-20 methodology),0.0,0.0,0.0,0.0,0.0,0.0,Euro
France,FRA,Trading across borders: Cost to import: Documentary compliance (USD) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
France,FRA,Trading across borders: Time to export: Border compliance (hours) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
France,FRA,Trading across borders: Time to export: Documentary compliance (hours) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
France,FRA,Trading across borders: Time to import: Border compliance (hours) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
France,FRA,Trading across borders: Time to import: Documentary compliance (hours) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Germany,DEU,Dealing with construction permits (DB16-20 methodology) - Score,78.1,78.1,78.1,78.1,78.2,78.2,Euro
Germany,DEU,Dealing with construction permits: Building quality control index (0-15) (DB16-20 methodology),9.5,9.5,9.5,9.5,9.5,9.5,Euro
Germany,DEU,Dealing with construction permits: Building quality control index (0-15) (DB16-20 methodology) - Score,63.33333,63.33333,63.33333,63.33333,63.33333,63.33333,Euro
Germany,DEU,Dealing with construction permits: Cost (% of Warehouse value),1.2,1.2,1.2,1.2,1.2,1.1,Euro
Germany,DEU,Dealing with construction permits: Cost (% of Warehouse value) - Score,93.82121,93.93895,94.06251,93.94373,94.12975,94.29324,Euro
Germany,DEU,Dealing with construction permits: Liability and insurance regimes index (0-2) (DB16-20 methodology),0.5,0.5,0.5,0.5,0.5,0.5,Euro
Germany,DEU,Dealing with construction permits: Procedures (number),9.0,9.0,9.0,9.0,9.0,9.0,Euro
Germany,DEU,Dealing with construction permits: Procedures (number) - Score,84.0,84.0,84.0,84.0,84.0,84.0,Euro
Germany,DEU,Dealing with construction permits: Professional certifications index (0-4) (DB16-20 methodology),3.0,3.0,3.0,3.0,3.0,3.0,Euro
Germany,DEU,Dealing with construction permits: Quality control after construction index (0-3) (DB16-20 methodology),2.0,2.0,2.0,2.0,2.0,2.0,Euro
Germany,DEU,Dealing with construction permits: Quality control before construction index (0-1) (DB16-20 methodology),1.0,1.0,1.0,1.0,1.0,1.0,Euro
Germany,DEU,Dealing with construction permits: Quality control during construction index (0-3) (DB16-20 methodology),2.0,2.0,2.0,2.0,2.0,2.0,Euro
Germany,DEU,Dealing with construction permits: Quality of building regulations index (0-2) (DB16-20 methodology),1.0,1.0,1.0,1.0,1.0,1.0,Euro
Germany,DEU,Dealing with construction permits: Time (days),126.0,126.0,126.0,126.0,126.0,126.0,Euro
Germany,DEU,Dealing with construction permits: Time (days)  - Score,71.18156,71.18156,71.18156,71.18156,71.18156,71.18156,Euro
Germany,DEU,Enforcing contracts: Attorney fees (% of claim),6.6,6.6,6.6,6.6,6.6,6.6,Euro
Germany,DEU,Enforcing contracts: Cost (% of claim),14.4,14.4,14.4,14.4,14.4,14.4,Euro
Germany,DEU,Enforcing contracts: Cost (% of claim) - Score,83.91451,83.91451,83.91451,83.91451,83.91451,83.91451,Euro
Germany,DEU,Enforcing contracts: Court fees (% of claim),5.4,5.4,5.4,5.4,5.4,5.4,Euro
Germany,DEU,Enforcing contracts: Enforcement fees (% of claim),2.4,2.4,2.4,2.4,2.4,2.4,Euro
Germany,DEU,Enforcing contracts: Enforcement of judgment (days),90.0,90.0,90.0,90.0,90.0,90.0,Euro
Germany,DEU,Enforcing contracts: Filing and service (days),29.0,29.0,29.0,29.0,29.0,29.0,Euro
Germany,DEU,Enforcing contracts: Time (days),459.0,479.0,499.0,499.0,499.0,499.0,Euro
Germany,DEU,Enforcing contracts: Time (days) - Score,72.21311,70.57377,68.93443,68.93443,68.93443,68.93443,Euro
Germany,DEU,Enforcing contracts: Trial and judgment (days),340.0,360.0,380.0,380.0,380.0,380.0,Euro
Germany,DEU,Getting credit (DB15-20 methodology) - Score,70.0,70.0,70.0,70.0,70.0,70.0,Euro
Germany,DEU,Getting Credit total score (DB15-20 methodology),14.0,14.0,14.0,14.0,14.0,14.0,Euro
Germany,DEU,Getting credit: Credit bureau coverage (% of adults),100.0,100.0,100.0,100.0,100.0,100.0,Euro
Germany,DEU,Getting credit: Credit registry coverage (% of adults),1.3,1.6,1.9,1.9,2.0,1.8,Euro
Germany,DEU,Getting credit: Depth of credit information index (0-8) (DB15-20 methodology),8.0,8.0,8.0,8.0,8.0,8.0,Euro
Germany,DEU,Getting credit: Depth of credit information index (0-8) (DB15-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Germany,DEU,Getting credit: Strength of legal rights index (0-12) (DB15-20 methodology),6.0,6.0,6.0,6.0,6.0,6.0,Euro
Germany,DEU,Getting credit: Strength of legal rights index (0-12) (DB15-20 methodology) - Score,50.0,50.0,50.0,50.0,50.0,50.0,Euro
Germany,DEU,Getting electricity (DB16-20 methodology) - Score,98.8,98.8,98.8,98.8,98.8,98.8,Euro
Germany,DEU,Getting electricity: Communication of tariffs and tariff changes (0-1) (DB16-20 methodology),1.0,1.0,1.0,1.0,1.0,1.0,Euro
